49.2072816,-123.1401928,Shell,2
49.2640414,-123.1534072,Shell,2
49.2111765,-122.9232161,Esso,2
49.1922556,-123.091042,Chevron,2
49.2249906,-123.0543585,Chevron,2
49.2371905,-123.0650559,Chevron,2
49.2849532,-123.064245,Husky,2
49.2578875,-123.0331989,Esso,2
49.104474,-122.737729,Husky Gas Station,2
49.2573525,-123.1680238,Chevron,2
49.2808974,-123.0659762,Shell,2
49.2339074,-123.1392007,Esso,2
49.1488614,-122.8899519,Petro Canada,2
49.1840867,-123.1368062,DOMO,2
49.0904492,-123.077525,Shell,2
49.257899,-123.0438067,Chevron,2
49.1119509,-122.645126,Esso Gas,2
49.219925,-123.0408648,Petro Canada,2
49.1040005,-122.8016417,Shell,2
49.1662368,-122.8005491,Petro Canada,2
