49.0822808,-122.0561304,Petro Canada,0
49.2692701,-123.0570393,Petro Canada,0
49.3303571,-123.1706472,Petro Canada,0
49.3278833,-123.1519451,Shell,0
49.1331997,-122.5818776,Chevron,0
49.1552803,-123.1369358,Husky,0
49.155881,-123.1369787,Chevron,0
49.147988,-123.136335,Esso,0
49.2325006,-123.0773431,Shell,0
49.0904997,-123.0647436,Esso,0
49.0905125,-123.0719728,Petro Canada,0
49.1733146,-123.1249818,Shell,0
49.1039711,-122.2944449,Shell,0
49.2829856,-123.0737044,Petro Pass,0
49.2228235,-122.9827846,Super Save Gas,0
49.2217514,-123.0230499,Esso,0
49.2179211,-123.0774439,Chevron,0
49.259884,-123.0778416,Shell,0
49.259793,-123.0771442,Super Save Gas,0
49.2626077,-123.0779167,Petro Canada,0
49.218387,-123.0766722,Petro Canada,0
49.2399746,-123.0767988,Petro Canada,0
49.0546092,-123.1110632,Chevron Cardlock,0
49.2277646,-122.690007,Shell,0
49.2243252,-122.6890769,Chevron,0
49.1624419,-122.6539,Chevron,0
49.1488497,-122.939689,Petro Pass,0
49.2403802,-122.8819795,Husky,0
49.1981773,-123.1365546,Richmond Marina Chevron,0
49.0749434,-122.6480351,Chevron,0
49.257079,-123.1531878,Esso,0
49.0309177,-122.7122422,Chevron,0
49.1910171,-123.136598,Vancouver Marina,0
49.2166012,-122.6051388,Chevron,0
49.2201857,-122.5879152,Husky,0
49.2201506,-122.5786679,Shell,0
49.2206631,-122.5797606,Esso,0
49.1627244,-122.6391146,Husky,0
49.2374864,-122.8697626,Chevron,0
49.2201737,-122.9743032,Chevron,0
49.2330297,-122.819651,Petro Canada,0
49.2598042,-122.9640537,Chevron,0
49.169387,-122.127972,AFD,0
49.2172533,-122.9313474,Petro Canada,0
49.2168746,-122.6233329,Husky,0
49.2220062,-123.0654991,Husky,0
49.2327257,-123.1011701,Chevron,0
49.2693556,-123.0770717,Chevron Commercial Card Lock,0
49.0162109,-122.7345605,Campbell River Store,0
49.0387516,-122.8016146,Shell,0
49.0451961,-122.8016529,Esso,0
49.0452898,-122.7923605,Esso,0
49.1665581,-122.581585,Husky,0
49.2047701,-123.0239679,Shell,0
49.3342895,-123.1157322,Chevron,0
49.1112142,-122.7123358,Temo   Clover Hill Market,0
49.0283218,-123.09698,Petro Canada,0
49.1912713,-122.756852,Otter Co op,0
49.24455,-122.7227822,Esso,0
49.2183957,-122.6529502,Super Save Gas,0
49.2181776,-122.6510931,Chevron,0
49.2173739,-122.6322723,Esso,0
49.2200394,-122.5351333,Esso,0
49.2342169,-123.1276449,Petro Canada,0
49.1699001,-123.0911621,Super Save Gas,0
49.3404998,-123.2397683,Heritage Garage,0
49.382261,-123.351445,Bowen Island Gas Station,0
49.198644,-122.2473677,Save Gas,0
49.157994,-122.286029,Esso,0
49.166856,-122.3156642,Husky,0
49.0528551,-122.3750943,Esso Cardlock,0
49.1192924,-122.6560664,Costco Gasoline,0
49.2167455,-122.622519,Chevron,0
49.08198,-122.0561086,Rainbow Food & Gas,0
49.1497171,-122.2561878,Hatzic Co Op,0
49.1904898,-122.0713685,Shell,0
49.2197089,-122.0110299,Chevron,0
49.1340137,-122.8680783,Shell,0
49.1973753,-122.8673669,Chevron,0
49.2547691,-122.7831326,Shell,0
49.2610722,-122.7834012,Chevron,0
49.1529107,-122.7682267,West Coast Fuels,0
49.1192619,-122.8230856,Esso,0
49.1992289,-122.8567797,Husky,0
49.2037491,-122.8361545,Husky,0
49.1989933,-122.8082328,Fas Gas Plus,0
49.2066466,-122.868042,Chevron,0
49.1413608,-122.8682981,Husky,0
49.1877751,-122.8673111,Husky,0
49.1765824,-122.7792488,Husky,0
49.1625134,-122.8461666,Shell,0
49.1774102,-122.8463441,Petro Canada,0
49.1405785,-123.0136127,Husky,0
49.1711642,-122.6676241,Shell,0
49.1151655,-122.844937,Husky,0
49.1156922,-122.8450765,Fast Gas Plus,0
49.1186767,-122.8462138,Chevron,0
49.1285372,-122.7129981,Husky,0
49.259017,-122.9564347,Esso,0
49.0676946,-122.8250485,Esso,0
49.2567361,-123.0232071,Chevron,0
49.2545443,-123.0195057,Husky,0
49.2211137,-122.6574076,Mac's,0
49.2059037,-122.8668374,Esso,0
